id,attr_1,attr_2,attr_3,attr_4,attr_5,attr_6
huvbs,5,1,84,11,1,79
npp0b,12,8,5,11,4,43
x1dzl,5,30,56,11,16,30
tsi9g,11,23,98,3,25,16
uo4nb,3,5,22,3,13,98
ohhc7,11,16,85,5,25,53
c35tm,3,1,14,5,1,71
k420f,12,2,52,12,6,23
z4xz5,12,24,8,5,17,16
bjqmg,11,1,75,3,1,40
wsuj0,11,1,76,11,1,19
rk50n,5,15,47,11,4,85
h0kvy,3,1,1,12,1,84
uhiei,11,9,21,12,18,78
vzg5n,11,27,15,5,28,23
bkpw0,11,7,36,11,12,44
cyd5p,11,2,21,5,17,2
r4xct,12,28,73,5,15,68
z3206,11,10,50,11,13,32
auha6,12,1,97,3,1,85
rx52n,12,22,17,3,10,92
dg34s,12,20,63,5,30,80
qi340,3,1,42,3,1,82
qs88h,3,7,75,3,16,7
cl0fa,12,31,38,3,20,94
rs75h,3,4,59,5,5,67
xin74,3,1,11,5,8,17
w6rcx,11,1,12,12,1,8
a6nit,11,1,33,11,1,88
gi4o6,5,1,91,12,1,13
gvqqz,11,17,62,11,25,37
liq57,12,29,36,11,7,36
db04p,3,13,56,12,1,62
wir6g,12,28,19,12,2,95
ul7xj,3,6,14,12,24,9
vygzq,5,1,81,12,23,85
f50ey,12,22,37,11,16,57
axjsj,12,22,14,3,5,71
x0iov,12,25,98,11,19,88
hb8b6,11,1,12,11,1,45
rxsrn,3,24,47,3,13,78
xzos3,11,17,50,3,30,47
axxub,12,11,91,12,18,38
accjr,12,23,60,3,15,38
ait58,3,25,29,5,4,50
exf03,5,19,71,11,22,4
b26an,3,5,39,12,8,92
vvfoi,3,27,51,12,19,87
phxxc,11,1,20,11,16,57
zy5b1,12,1,92,12,23,79
uz280,11,10,28,12,27,77
zme60,12,6,72,11,23,80
gqvtb,3,11,77,11,17,76
hjkwp,12,16,61,3,28,61
wpt6g,3,27,45,11,5,55
ges48,5,1,73,3,1,53
blm3f,5,10,24,11,1,29
rnqkq,12,23,41,12,20,9
u97nq,11,1,46,3,1,53
z7iui,5,1,30,12,1,26
ywbh0,12,16,33,11,30,5
dyjh2,12,7,92,3,2,53
u9tzz,3,11,79,11,16,71
v6huf,3,8,20,3,17,57
slp7m,11,1,4,11,1,48
vasp0,11,1,81,3,1,20
va60v,12,1,74,5,1,10
l4iok,3,18,61,12,17,25
bj66h,5,16,11,12,21,49
lidf7,11,25,80,3,24,27
fga50,12,8,18,5,3,84
czfax,11,22,59,3,11,44
dugq6,3,21,60,5,23,46
s6bbk,3,19,60,5,31,50
n02su,3,7,76,11,19,67
oqpep,3,30,20,12,10,80
t9sv9,3,2,12,5,18,43
obyjr,3,27,48,12,19,36
qalts,3,1,30,5,1,86
co7hh,5,7,3,3,25,7
wumkc,3,1,34,3,1,31
lswu1,12,3,93,11,25,54
exwl3,3,17,43,12,21,53
v61d9,5,1,12,3,1,8
ttqid,12,1,74,12,1,98
b4t61,12,3,55,3,24,76
f3onq,5,31,92,11,4,44
aa06a,12,26,23,3,28,33
h6xtz,12,7,79,3,13,6
ca850,3,16,48,3,15,20
slekr,11,11,67,3,4,65
n9o0o,12,1,1,3,1,3
zc2mu,12,1,26,12,1,36
tm030,3,4,29,3,25,63
p6yt1,12,3,88,5,20,34
nyhkd,3,25,52,5,27,93
b1fd3,12,28,20,12,8,92
bb8h7,12,10,60,11,19,42
qxa29,12,31,61,5,8,87
a75ih,11,13,66,12,15,80
blu19,12,8,96,12,1,65
frq48,11,10,29,5,3,74
wptjm,12,19,22,12,17,27
l1fkd,12,1,39,12,1,71
sjz4l,11,31,47,3,29,76
k6oj7,5,15,14,12,15,43
eshhn,3,10,48,11,1,97
jd6w7,12,16,89,3,13,90
ci2yn,12,31,65,3,15,78
ume22,3,1,47,3,3,49
eu4wz,5,14,10,3,25,78
j9mxx,11,10,65,11,4,91
z6zj5,11,4,53,11,25,20
p3f0j,3,31,50,11,19,70
ljol3,11,13,24,12,1,37
oh6bk,3,18,44,3,14,4
uqs5v,3,3,16,3,15,29
gtfb2,3,11,57,5,21,59
quqs6,11,1,96,11,1,74
wqts3,12,1,12,12,1,88
oib8p,12,7,63,3,4,1
lupkg,3,12,81,11,3,24
dyuw1,3,1,93,3,1,3
gkrv3,3,12,85,12,16,12
ydkhk,12,3,52,12,18,9
o7g12,11,1,95,11,1,18
h0fcf,11,21,3,5,19,71
k4azn,3,28,4,12,8,87
p8pqq,5,22,18,3,15,58
n318o,11,9,9,12,31,57
s4awv,11,19,21,11,29,10
gbg9a,11,1,31,3,1,41
qs19i,12,1,9,11,1,52
lw16x,11,1,9,11,1,59
yi57m,11,1,35,11,1,90
erx3u,12,13,88,12,22,21
d02hl,12,2,63,3,24,50
m4vht,11,29,23,11,13,44
nhbqb,11,14,38,3,3,23
r86hx,5,7,72,11,26,59
knws0,3,1,46,11,1,29
x1a4i,12,3,47,12,24,49
mwxwz,5,11,12,11,29,51
dewno,11,11,7,11,19,86
dfvlz,11,1,78,5,1,49
zrosu,11,28,23,12,25,55
dyc2g,3,25,52,3,15,16
yi1an,5,29,12,5,30,50
hx26y,12,23,26,3,11,92
cina1,3,1,20,11,1,31
hae9f,3,18,63,5,30,9
pkoex,3,15,46,12,30,78
llkul,3,1,74,3,9,20
uh5u6,5,1,89,5,15,1
pm65a,12,1,92,3,1,13
ke2k1,12,27,9,3,22,50
qpjhi,12,1,36,5,1,42
zxbg3,3,1,44,12,1,40
klvka,12,7,31,5,18,62
dqi03,3,30,15,12,25,65
k5vc4,3,1,70,5,1,13
v4fo8,11,3,55,12,30,29
f3hwk,3,29,96,11,14,60
y572l,12,29,18,3,6,76
pov8m,11,1,95,3,1,20
pt0nl,12,4,96,11,29,36
iopdd,11,19,55,12,31,3
xz736,5,23,92,12,26,7
a42c5,11,20,76,3,15,41
hqv6d,11,1,95,11,1,24
kjcp2,12,28,6,3,12,40
mrsij,12,1,75,12,1,30
mubp9,3,14,46,3,12,14
dudpn,11,5,88,3,30,71
fzy9w,3,30,84,3,14,82
ciefw,12,30,76,11,18,15
ovm0g,3,10,9,12,28,99
jzwg6,3,4,16,12,18,75
o51xf,12,23,42,5,10,95
p8g3q,3,9,48,3,22,17
syala,11,1,24,5,1,66
o0jld,3,27,98,11,26,97
qetmb,12,1,28,3,1,14
p4ibc,5,3,52,5,11,23
qotem,11,23,9,5,8,72
qmcxm,11,1,13,11,4,75
izab3,3,21,91,12,16,23
glnpx,11,1,45,12,1,63
uzz5t,3,24,87,3,9,84
ijvkp,11,8,29,3,1,28
obovl,3,1,42,11,1,1
fdcem,11,16,99,12,15,80
l9q6e,11,1,11,12,1,38
n86da,12,25,74,12,13,52
qxixy,11,9,62,11,14,91
nc35r,3,3,7,12,2,53
j7v0j,11,1,24,3,1,25
zw81x,11,1,53,12,1,42
noem0,11,24,73,12,3,50
vseio,11,19,66,11,27,96
tbr60,12,18,26,11,31,1
o79bn,11,27,36,12,15,45
xhyby,11,1,12,11,1,30
dnghx,3,12,33,3,18,82
xr59u,11,5,62,12,21,67
wyrox,11,16,96,11,4,29
na3yi,3,9,85,12,31,77
tafzx,11,1,76,3,1,91
nxba3,12,8,13,5,9,42
gqkcd,5,15,70,5,6,5
u01ki,11,1,22,3,1,1
gko4o,11,2,87,3,9,99
i13vj,3,11,36,3,11,20
n9wy9,3,6,77,11,20,10
vvv3f,12,30,12,3,1,60
j8k8t,3,17,99,12,25,66
m5l1s,12,5,90,11,31,29
bxt90,12,20,81,3,6,22
djwnz,3,11,90,12,22,61
brhip,12,1,55,3,1,66
br3w1,3,19,79,3,11,50
wfgbc,3,1,76,11,1,82
vfxqp,11,15,36,11,16,5
v0oaa,5,24,22,11,14,72
bgn5g,12,12,15,3,5,73
c0bdo,11,15,4,12,18,32
hw306,3,5,17,5,5,45
opipj,12,8,65,3,11,75
imd16,5,21,98,3,22,22
mdc27,12,19,56,3,28,43
eaxo2,5,7,64,5,28,60
tshkv,11,23,69,12,26,90
ijdtx,3,14,10,12,5,8
b2vo3,11,1,64,12,1,92
tqx68,3,30,4,12,31,75
xpr5t,3,9,23,3,9,73
a1c3d,12,23,51,5,20,86
lng7e,12,25,71,5,18,72
vteaj,12,25,15,3,3,89
sckfz,12,1,57,11,1,13
wgra7,12,26,74,3,21,1
kpmlc,5,15,58,3,1,74
jj4n4,11,30,29,12,2,76
sgnwc,11,8,71,12,2,77
dm5r7,3,30,4,11,8,22
gf95o,12,1,62,12,1,9
puefn,12,6,38,12,21,99
rlv6b,12,31,93,12,31,85
d4jx7,3,25,65,5,14,67
n0bvf,5,26,79,5,1,98
jjuu8,5,1,91,11,1,4
nk7pj,3,1,83,11,1,72
yww68,3,16,54,5,1,42
bxwkh,3,12,53,5,5,44
zvyns,3,1,28,11,1,58
lurbr,11,1,60,12,1,48
uheq2,3,11,20,5,4,17
l2mug,11,22,38,5,31,43
ikpox,11,2,45,12,1,2
u0tb3,3,20,58,5,19,28
rq4jw,12,10,65,3,14,99
dit4u,12,22,59,12,5,89
s9oeq,3,23,16,12,28,91
t3sw2,3,20,21,11,21,79
kj08h,12,1,88,3,24,19
yg988,5,11,77,12,19,77
q4ku9,11,25,41,11,20,21
izsvi,11,1,5,11,7,47
amz8b,5,9,57,3,5,75
royq4,11,1,46,12,1,6
fxm1m,11,14,6,3,8,70
toj9o,12,31,5,11,23,34
n8ue1,12,19,18,5,16,34
mh58t,12,1,82,12,1,68
eor1n,12,6,9,3,30,72
sbv0f,12,23,8,5,26,8
emqws,5,29,29,3,20,20
k1wzc,11,27,57,12,31,10
v7pp1,11,10,25,12,3,31
xo23t,12,3,31,5,7,38
zu501,5,9,54,3,14,61
yz212,12,19,13,3,8,95
oo0s4,11,18,89,5,19,67
frd3s,11,19,86,11,16,4
vb3bd,12,1,91,12,1,3
uzfjo,5,11,78,11,30,84
z9u80,12,26,11,12,24,74
qkumh,12,16,1,5,1,41
dt42j,11,6,28,3,14,57
nj4wr,11,20,20,5,14,68
l3b1r,3,27,97,3,26,12
vrxi5,5,16,89,3,3,51
kdur9,3,20,17,12,5,39
ixnpi,12,26,27,12,9,24
cbpax,11,1,39,11,1,87
v6d8d,11,10,8,3,21,92
trwxn,11,12,64,5,12,49
bb2qj,12,8,3,12,1,43
lqpvs,11,6,33,5,11,99
mv77a,5,11,82,3,9,98
mxhcd,12,13,99,3,1,91
xw92e,3,28,52,3,19,6
dh3vs,12,1,67,3,1,9
hg24k,3,4,85,3,7,60
e9rb9,11,21,79,3,13,27
ggdqw,11,29,46,3,17,75
xw8qe,12,26,1,11,28,99
yq4aj,11,16,45,5,7,11
byhrf,12,28,84,12,28,53
qe02b,5,1,72,3,1,74
gtpnz,11,1,65,12,1,65
fwf8i,12,19,59,5,10,30
htfva,11,4,75,11,20,49
fjqdr,11,14,68,3,15,93
mu8n0,12,1,77,11,1,28
zj881,12,22,21,11,15,82
ph9oi,11,8,21,11,31,32
sogmo,12,22,3,12,10,41
m9r03,11,20,1,3,1,3
a8tv8,12,21,20,11,3,84
cykvu,5,13,70,11,12,64
gvxpf,11,24,89,11,25,68
gn29x,5,1,1,3,1,77
v2g2o,5,27,96,3,19,86
vzx10,3,27,73,11,31,94
wxp30,11,10,8,11,1,22
qejjk,5,27,90,11,19,20
ozajr,12,19,49,12,31,27
qggpv,5,13,82,12,29,38
km8p9,5,22,35,3,9,86
rune0,3,21,34,11,21,90
ut88s,12,27,66,11,30,40
timcf,12,21,53,3,1,30
pog44,3,9,4,3,2,97
bgj3j,12,1,22,5,7,19
sj0o4,3,5,95,5,14,17
jthfy,3,28,62,5,30,25
tqqyj,11,1,66,11,1,92
o9s41,12,26,44,3,31,23
wvd0c,12,1,82,3,1,39
i06t8,3,9,73,11,2,46
ywttf,11,14,86,5,22,45
vcc6f,12,13,11,3,29,83
iwkny,11,20,36,11,26,28
m5dse,12,4,19,3,23,46
nhzbj,12,18,55,11,8,40
tuhnu,12,9,27,12,13,47
r6csw,12,30,3,3,11,48
wra1i,11,27,71,12,30,56
jdqgw,11,1,79,3,1,25
nth75,11,27,52,3,14,74
ll7lr,3,2,4,3,21,73
xujvd,3,31,57,3,18,24
hv7le,11,24,41,12,21,77
puk0l,12,19,69,3,11,95
dcj3a,3,1,19,3,1,58
w5hj0,3,15,84,12,5,46
j7h61,3,1,6,5,1,23
iaojc,5,2,19,12,23,44
p735w,3,5,46,11,5,15
m0wbf,11,26,3,11,30,84
w5wl2,12,1,14,11,1,97
nt9ry,12,4,5,3,29,67
n9p73,5,28,79,11,7,49
cbbdp,11,1,14,11,1,56
a300m,11,4,60,11,17,95
kbced,12,23,40,12,30,79
z8gl3,12,25,69,11,31,13
xhzq1,12,22,68,5,9,55
qk60k,11,1,31,11,1,85
qx09n,5,14,10,11,19,68
k92pz,12,18,93,3,6,86
eu9c1,3,1,73,3,1,28
a3asz,11,22,32,11,30,4
i4dkt,11,24,75,12,31,17
ixf3r,12,1,43,12,1,14
eo2sk,12,26,76,3,5,91
gpf4l,11,4,10,12,25,99
amgng,11,30,27,12,15,82
pbznz,12,7,89,3,12,80
yithj,5,9,84,3,26,78
r8ta8,3,27,50,3,8,59
l3nip,3,1,79,11,1,5
k1rgg,3,1,26,3,1,99
h9iuy,11,12,51,3,3,5
dfflv,11,29,50,12,26,46
p4nkl,12,1,25,11,1,17
o1twi,12,1,99,5,1,74
axl5s,11,1,50,5,1,30
kfxa4,11,4,18,12,12,5
ho37r,12,30,75,11,28,4
eeclg,11,1,89,3,1,23
szazg,3,18,7,5,7,85
neb3z,11,1,46,5,1,31
q6tvb,11,19,3,3,6,19
saws3,11,1,32,3,1,64
ztbxe,3,4,46,12,24,66
u5qpb,12,30,8,5,12,75
qkadu,11,15,81,11,20,67
wru33,3,1,52,3,1,11
m5cc6,3,4,78,5,29,5
z5abk,12,1,39,3,1,69
ttbqi,3,23,1,12,26,21
q73se,3,5,52,12,18,68
xjh4w,5,20,8,5,31,80
nma3v,11,1,6,3,1,47
si61c,3,21,41,3,5,43
haajo,3,30,10,3,14,65
z7497,3,25,31,11,14,91
qa27x,11,25,51,11,30,44
u8p22,3,18,63,11,11,16
li1rg,12,22,22,3,19,9
wdz32,3,14,56,3,31,28
b86g0,5,1,40,11,29,55
ch0p6,12,2,27,12,27,49
negwt,11,13,49,12,15,54
t46jw,11,29,32,11,9,15
v17mb,12,6,48,3,14,44
lmhbh,11,25,28,12,15,59
qgc1w,12,1,22,11,1,19
ofo4i,3,4,54,3,20,90
yi0oy,3,14,16,12,27,90
rgbtp,5,2,12,12,16,59
k4zmd,11,1,19,11,1,54
zt2kw,12,9,22,3,1,93
cbz4j,3,1,25,5,23,2
zy0ig,11,15,46,5,16,53
en4nh,11,23,48,5,9,25
hkjty,3,9,56,11,8,43
vjmrl,12,24,38,11,21,22
tqcn3,12,1,56,12,1,62
zpqvo,12,5,98,11,11,25
tpi1t,11,17,87,3,7,83
qauma,3,17,36,5,21,74
jsdgw,3,13,49,5,19,64
ask59,3,8,64,12,20,43
ddiaf,12,15,95,11,23,6
hnb7y,3,28,93,12,29,78
bckzj,12,1,53,12,1,68
nrd5b,12,12,36,11,16,42
udino,11,19,37,12,13,23
zyxad,12,1,6,3,1,69
mln19,12,26,89,5,7,24
wjyj9,11,22,6,3,24,70
zwcdo,12,6,16,11,10,72
wpic7,12,18,17,11,11,93
my6ku,3,28,31,3,6,28
iwlxt,12,5,37,3,9,1
z457u,3,1,33,12,1,70
gc1oy,3,28,71,11,16,66
kydg1,11,1,14,5,1,53
buh45,12,14,70,3,26,25
uilgu,3,28,81,11,10,45
q1kaa,3,17,34,3,3,40
cj2nz,3,24,84,12,17,50
f67lu,5,25,18,5,11,56
o0gzg,11,1,61,5,1,54
ouonl,12,22,22,3,20,46
uroji,5,25,56,12,15,47
gr9xd,11,1,70,12,1,21
yc0tu,3,1,18,11,1,99
lnuvw,12,10,38,12,27,46
v764y,3,13,52,12,23,60
gyj5j,12,2,60,5,19,75
ae3or,11,1,43,11,6,33
bwzcn,11,24,24,12,17,61
j20wp,11,4,57,5,17,60
ymrg7,11,4,55,3,17,11
bgr1i,11,1,12,3,1,15
j9tfa,11,17,23,3,22,86
clkbv,11,18,25,11,21,14
ysc3q,12,23,58,12,7,55
rvv4i,11,14,88,5,27,72
tbhyy,3,1,52,11,1,34
sl9yl,3,8,33,12,26,56
r9hb9,3,1,88,5,1,22
up447,12,23,97,12,7,88
a1bt7,3,12,6,12,27,12
w142k,5,9,18,11,2,82
t1wug,11,16,92,3,24,57
tdpiv,12,31,18,11,26,42
kldb8,11,1,89,3,1,85
ud7u5,12,13,49,12,6,59
j6ety,12,24,76,5,19,16
bw6ge,11,6,60,11,17,9
x4x7h,3,1,3,11,18,42
gcy1x,3,4,48,12,17,7
cb5jr,3,5,27,12,20,57
qa13g,11,27,76,5,16,85
gcxt5,11,6,57,12,4,81
wk045,3,21,56,12,19,43
ldwmt,5,15,32,5,14,60
ay6ql,12,4,90,11,26,81
yg0my,12,14,59,3,8,78
nj3yr,12,1,53,12,1,18
g9rtb,11,1,78,12,1,34
rx7un,12,10,72,12,27,48
nxthh,12,1,39,11,1,23
a6w5m,11,4,70,11,23,57
t8v50,12,14,11,3,1,20
k7v1b,11,17,74,3,7,27
st33u,12,1,27,12,1,73
x8i2l,12,25,22,5,8,47
pj337,12,3,94,12,30,67
rp315,12,5,88,11,12,26
glrzp,11,17,16,3,5,21
g93ao,3,17,47,11,12,72
ktztw,12,7,49,11,24,84
wvfml,12,1,95,11,1,88
nnh8e,5,5,98,12,19,15
jlpwh,3,14,39,12,27,43
uzcch,12,14,37,12,15,3
whw33,3,21,70,5,28,21
xgqgv,3,23,92,11,31,94
hjx1x,5,5,16,12,25,92
sa9qv,3,3,94,12,20,63
pyt85,11,3,73,11,10,50
lxwmq,11,31,30,12,21,60
ka0ei,12,13,79,11,14,35
cuyb1,12,22,77,3,2,12
hew2g,12,1,48,11,1,88
oost3,12,20,36,12,18,49
x8ov7,11,31,32,11,4,86
wvblx,11,4,85,3,1,14
e9ihx,3,11,43,5,4,79
re86u,5,19,97,11,1,50
cmpt4,5,5,27,5,23,15
rzqwu,3,19,92,3,28,15
ielht,3,16,99,3,11,54
l8zxs,11,1,60,11,1,4
smh6a,3,7,77,3,1,21
l6h24,11,29,60,3,27,33
u78su,3,26,64,11,31,44
nb3ub,3,12,36,11,8,22
zm4nk,11,1,85,12,1,48
qjgtj,12,7,20,12,22,42
hvrxv,12,2,99,3,26,76
ucakm,12,18,94,3,18,89
kqz81,5,27,24,12,19,49
nnimi,11,27,77,3,28,89
duyjv,3,21,34,3,16,86
dnrit,11,1,47,3,1,18
odrqo,12,22,68,12,6,58
e62u5,3,1,58,5,1,48
zxxrj,11,1,73,12,1,83
wk9yd,11,10,15,5,5,35
si8hu,5,2,34,3,17,92
tmz5p,5,1,45,3,1,52
pamai,5,7,43,12,28,49
bnebl,11,15,28,11,18,69
kajet,12,18,23,11,16,90
m24wd,3,30,22,12,24,47
xc00j,5,16,70,12,17,15
f9xpw,5,1,11,3,2,48
ma0ha,11,19,73,3,7,70
iwaag,3,1,93,11,1,77
d89pm,5,27,66,11,21,43
cpwul,11,8,76,11,5,2
jjrkp,11,1,80,3,1,65
cbg8m,3,2,15,3,15,64
bpg5k,12,1,16,12,1,97
jkp32,3,8,47,11,20,15
fghjh,12,1,89,12,1,77
osic2,5,1,25,3,1,6
amif3,3,28,57,11,31,13
hvl3k,3,21,56,11,8,95
linbq,12,3,39,3,31,23
z1puo,11,11,77,3,12,23
q39ty,11,20,6,11,15,94
wv566,12,7,5,3,22,86
icps1,3,1,78,3,1,82
luqtv,11,13,82,11,21,62
kv0ou,11,18,75,3,9,85
xesna,11,16,90,11,1,3
yh8tb,12,27,48,3,17,63
z5ewb,3,1,84,3,1,30
t4w4k,3,3,65,5,19,87
n66rv,12,8,71,11,1,85
on2xf,5,21,43,5,20,67
zoopw,12,5,8,3,19,58
hkgqn,11,1,20,11,25,44
j61iy,11,27,95,12,21,86
xv60u,11,9,89,5,5,65
kjhn5,12,25,62,3,3,3
g689r,5,27,29,11,26,77
ovdfj,11,1,29,3,1,80
ig14a,5,26,84,12,13,22
xykrn,11,26,11,12,18,40
xf2lp,3,17,73,3,30,19
hvsgy,11,24,84,11,7,58
nf2xm,11,6,40,12,6,51
zmgpg,3,30,72,3,29,66
tsf5e,12,4,95,3,12,25
fzpmg,11,8,91,12,2,32
pw2xa,12,29,78,11,9,13
q38za,5,14,8,3,18,95
qslx1,11,4,17,3,18,29
a558d,12,8,66,12,31,56
he2z1,12,18,51,12,1,77
wiqxw,3,12,79,12,4,30
g4n4l,12,1,1,5,1,52
h1bha,11,23,94,3,12,80
ihs5a,11,13,15,12,18,83
evegd,3,19,51,3,20,50
evwjy,11,30,44,12,1,45
jo1s9,3,20,34,12,6,49
wy96h,11,27,90,11,29,48
ammvu,12,2,41,12,8,87
hqbqg,3,23,36,3,3,38
b84go,11,22,89,11,10,89
owrg0,3,16,84,12,29,19
g63m5,11,8,50,11,16,24
u563k,3,5,99,3,10,31
psx3e,5,24,39,12,28,67
uc8zj,5,31,60,11,25,70
q9ow7,11,1,27,12,1,18
l4wtk,11,30,98,11,27,85
wgdar,11,1,60,11,1,69
mmvsy,3,9,51,12,11,47
ygfez,3,12,18,3,24,20
z6nf7,5,15,19,11,22,87
pix57,3,15,79,12,13,37
ribp6,3,10,88,11,30,52
gr54s,12,11,64,12,12,94
v59y0,3,2,21,3,15,90
rq9m1,12,21,89,5,13,76
x765h,12,3,63,11,17,36
g9his,3,22,78,3,1,3
uf07j,5,2,17,11,21,64
mlpdg,12,22,51,12,6,60
e87s0,3,1,17,12,1,11
ebb5a,12,25,69,12,12,93
oz92o,3,21,94,11,3,62
itvp8,3,2,62,12,15,23
cb84d,3,29,70,3,8,21
luw99,5,1,29,11,1,53
qqg3x,3,12,53,3,16,12
is1cc,11,24,95,5,11,88
yrnfh,3,27,28,11,19,83
urczd,3,14,32,12,29,12
nymfu,3,10,66,3,28,74
yw8p7,12,1,37,11,1,85
lr5k1,5,20,36,3,21,51
dhbeo,12,2,12,12,3,2
ae2d8,12,5,17,3,24,53
ymq0z,3,8,78,5,3,37
y49kw,5,1,83,3,1,97
ty2k8,11,15,16,11,10,90
ciz5e,3,1,72,3,1,72
ht9f2,12,1,46,12,1,20
b4jz9,12,20,10,3,12,87
bncj7,5,1,58,12,1,7
g74uj,11,10,25,11,1,10
ow43c,11,20,5,3,10,87
bz8ev,11,3,52,11,16,66
zws19,3,7,7,11,27,2
lxass,3,21,95,11,18,6
gj0ue,11,31,84,11,2,8
n1a5w,12,6,48,3,10,77
u9mir,11,20,3,11,28,12
i3wqn,3,24,49,11,31,26
b2hbi,11,24,2,5,14,58
bhglz,12,9,46,5,22,51
wieo8,12,17,64,3,28,34
c7aak,3,3,53,12,25,14
qf2fd,3,25,63,11,14,29
jivfk,11,1,4,11,1,28
us85h,3,1,34,12,17,55
bkckw,11,27,92,3,31,88
xsna6,12,27,95,11,18,36
so602,12,16,35,3,6,31
lpeix,11,24,26,3,23,68
fvd5a,3,16,2,5,18,22
zqhgr,12,15,77,11,6,14
hlq81,5,30,17,5,24,66
mlsnj,11,1,57,12,1,24
kqfiu,11,3,89,12,12,42
f0y9h,12,25,35,11,22,95
kewu4,12,23,68,11,20,95
deio3,11,20,65,12,19,40
ah8d7,11,12,55,12,13,96
hyf9b,12,6,84,12,1,17
co0mn,11,28,7,5,25,58
kkguq,12,11,53,3,11,53
w3tsf,12,1,38,11,1,48
ejb92,12,1,53,3,1,85
ajqui,11,12,28,12,22,32
ce8m1,12,14,71,3,17,9
nwowj,11,16,67,3,24,84
hj010,12,1,27,11,15,49
mz5ka,3,1,80,12,1,36
ajwvk,5,13,4,11,24,23
i29ea,5,1,49,11,20,93
kzryz,11,5,82,5,27,69
lb1gw,12,27,46,11,18,69
o9qm6,12,12,61,3,23,31
upuhs,11,17,11,3,11,11
mc4vp,11,1,74,12,1,94
v0vpl,12,15,35,11,19,53
nchoq,3,1,54,3,1,80
g9mrb,12,29,58,12,6,23
fdrmx,12,30,34,3,14,91
i4bfu,3,26,96,3,24,17
pdlzb,3,1,12,11,1,72
gwd1z,3,1,97,3,1,56
xbtq8,11,21,76,12,7,56
mbyt8,11,1,13,12,2,50
w0kdu,3,4,56,11,30,96
r4uus,12,23,26,3,19,99
in6gs,11,19,55,11,25,86
f5jpz,12,20,42,12,8,45
tej0d,12,14,84,3,17,49
inv4e,12,24,70,3,28,89
gtzop,3,28,1,11,30,7
yq5wo,12,27,34,11,22,14
mao3p,12,1,39,5,1,9
boz8f,12,1,59,3,1,20
m7mvj,5,1,76,3,1,52
lan56,3,24,79,12,26,41
wnw1s,3,23,22,12,15,40
s3e7u,11,12,26,5,31,26
ef27m,12,6,3,12,23,3
dq6tm,12,29,16,5,29,19
pxfm3,11,7,1,11,6,81
bduys,3,1,61,12,1,46
io733,3,1,41,12,1,12
dd9sy,3,1,60,3,1,42
anuzt,11,8,97,11,7,42
xum9g,3,25,44,3,1,6
cn3ra,12,27,41,11,7,62
ad59j,5,21,54,3,8,25
yhi6a,12,23,9,12,8,3
edm9d,12,31,40,11,2,88
vlgly,12,1,72,11,1,15
ahofa,3,22,40,11,23,11
drl0a,11,10,61,3,6,54
cb6p4,3,24,55,11,23,57
sdmzi,11,1,95,12,1,4
qhdmz,12,23,40,12,9,43
mkewy,3,1,69,3,30,95
goj00,12,29,7,3,7,29
cvose,3,1,66,3,1,53
oajsy,3,4,80,3,14,76
fiylv,3,2,38,11,16,2
pdlgw,11,31,21,12,16,43
rzbov,12,27,71,11,18,52
w021e,3,16,90,3,22,38
mw3u6,11,22,78,12,29,41
a388b,3,29,81,3,12,29
ho6cc,3,1,82,12,13,42
wknwt,12,17,51,5,19,99
n0hrm,3,20,23,12,23,59
q663g,12,19,11,12,13,45
ldtz3,5,20,4,11,19,26
e2im7,12,1,16,5,29,80
xz9hj,12,11,83,5,18,32
uxr9a,5,28,41,11,26,14
zw8te,12,30,87,3,29,94
wcp1y,5,31,92,3,2,53
hdx6x,11,16,48,11,16,85
gjau0,3,11,56,11,2,31
g50qt,3,1,83,3,1,72
xh0xa,12,1,98,11,1,41
olf9c,11,13,5,3,27,54
lsl7h,3,31,36,11,14,70
z8gbp,3,30,92,3,14,4
prwst,12,12,37,11,20,5
xl4to,3,26,72,11,28,59
zcopa,5,20,61,12,21,9
c31iv,11,3,99,3,21,65
jeeyg,12,19,38,11,25,32
t7gxo,3,21,79,3,7,71
vcbf2,12,27,58,3,22,39
d9lj7,3,1,77,12,18,35
iojtn,12,1,43,11,1,72
ok70g,3,9,34,3,18,10
uv4rf,5,1,28,3,1,39
crrh5,3,22,69,5,3,98
pbfdb,11,1,23,12,1,6
hki3j,3,9,49,12,30,88
fiod0,11,19,53,11,9,1
n3bwu,11,23,62,12,14,80
k9063,3,3,12,11,13,54
qv8w3,3,1,66,11,1,41
iqdxg,5,16,3,12,9,19
vsz5h,3,5,60,11,3,12
c6i24,3,1,97,3,1,83
wxqvo,12,3,84,12,21,91
adqaj,11,25,9,5,15,68
t9dc9,11,26,30,5,23,15
j0kes,11,30,76,3,14,40
j7c9f,3,1,65,3,1,60
a9djb,3,7,73,3,3,5
spxea,3,1,73,11,1,97
eeqsx,12,1,73,12,1,95
r8nvf,3,28,56,11,3,4
smigf,11,8,85,11,21,32
vbkbm,3,7,1,3,11,75
sco3i,11,1,49,11,1,64
hcipx,12,31,22,3,19,34
twa7p,3,1,34,11,1,94
vl7g1,12,22,33,11,17,68
i9lpt,12,12,7,11,31,56
d39uz,11,25,49,12,15,59
x4v2u,3,16,93,11,27,57
dt6nh,3,1,98,3,1,21
p0uum,5,28,36,3,17,67
gzqxb,12,27,84,3,20,57
